	0alternatorVoltage	0boostPressure	0engineTemperature	0fuelRate	0revolutions	0runTime	XTE	courseOverGroundTrue	datumdeltaAltitude	datumdeltaLatitude	datumdeltaLongitude	depthbelowSurface	distanceLogdistanceSinceReset	headingMagnetic	magneticVariation	positionlatitude	positionlongitude	rateOfTurn	speedOverGround	speedThroughWater	totalDistance	watertemperature	windangleApparent	windspeedApparent
2016-11-26 10:25:30								4.124200000000001	0.0	0.0	0.0	2.6449999999999996	-1539309503.0	2.119137999999999	-0.1933	38.725052	-76.54298400000006	-0.0067461	0.0	0.0	1083770795.0	283.26999520000004	3.9733199999999957	4.879999999999999
2016-11-26 10:25:35								4.124200000000001				2.6419999999999995	-1539309503.0	2.118738	-0.1933	38.72505199999999	-76.54298400000005	0.004977180000000001	0.0	0.0	1083770795.0	283.26400160000003	3.875620000000002	5.549999999999996
2016-11-26 10:25:40								4.124200000000001	0.0	0.0	0.0	2.647	-1539309503.0	2.119499999999999	-0.1933	38.725052	-76.54299007407411	-0.009268140000000001	0.0	0.0	1083770795.0	283.26400160000003	3.941920000000004	6.550000000000003
2016-11-26 10:25:45								4.124200000000001				2.6479999999999997	-1539309503.0	2.1203700000000008	-0.1933	38.72505199999999	-76.54299127272732	0.006324719999999997	0.0	0.0	1083770795.0	283.26800560000004	3.894799999999999	6.805999999999999
2016-11-26 10:25:50								4.124200000000001	0.0	0.0	0.0	2.654	-1539309503.0	2.1221840000000016	-0.1933	38.72505199999999	-76.54299127272732	-0.002944060000000001	0.0	0.0	1083770795.0	283.26199340000005	3.87734	6.311999999999995
2016-11-26 10:25:55								4.124200000000001				2.651	-1539309503.0	2.1201200000000004	-0.1933	38.72505199999999	-76.54299200000005	0.0023848599999999986	0.0	0.0	1083770795.0	283.2740054	3.99254	6.649999999999998
2016-11-26 10:26:00								4.124200000000001	0.0	0.0	0.0	2.6399999999999997	-1539309503.0	2.1200019999999995	-0.1933	38.725052	-76.54299848148138	-0.008922639999999997	0.0	0.0	1083770795.0	283.2719972	4.0728	6.580000000000001
2016-11-26 10:26:05								4.124200000000001				2.647	-1539309503.0	2.1200140000000007	-0.1933	38.72505134545454	-76.54299899999991	0.008760140000000001	0.0	0.0	1083770795.0	283.2599976	3.9052999999999973	6.642000000000001
2016-11-26 10:26:10								4.124200000000001	0.0	0.0	0.0	2.6390000000000002	-1539309503.0	2.120428	-0.1933	38.725048	-76.54299899999991	-0.01152142	0.0	0.0	1083770795.0	283.27999900000003	3.5335999999999994	5.807999999999998
2016-11-26 10:26:15								4.124200000000001				2.641	-1539309503.0	2.122018	-0.1933	38.725048	-76.54299899999991	0.0009371799999999968	0.0	0.0	1083770795.0	283.2659974	3.9122200000000005	5.796000000000008
2016-11-26 10:26:20								4.124200000000001	0.0	0.0	0.0	2.6430000000000002	-1539309503.0	2.1211500000000005	-0.1933	38.72504523636365	-76.54299899999991	0.0012464199999999996	0.0	0.0	1083770795.0	283.2599914	4.139119999999998	6.25
2016-11-26 10:26:25								4.124200000000001				2.65	-1539309503.0	2.1240159999999992	-0.1933	38.72504400000002	-76.5429989999999	0.02110695999999999	0.0	0.0	1083770795.0	283.252002	4.04138	5.724000000000001
2016-11-26 10:26:30								4.124200000000001	0.0	0.0	0.0	2.6550000000000002	-1539309503.0	2.1226	-0.1933	38.72504400000001	-76.54299899999991	-0.03688132	0.0	0.0	1083770795.0	283.2519958	4.28918	4.688
2016-11-26 10:26:35								4.124200000000001				2.649	-1539309503.0	2.1168940000000007	-0.1933	38.72504400000001	-76.54299899999991	0.009130100000000004	0.005199999999999999	0.0	1083770795.0	283.2619996	4.090260000000001	5.282000000000002
2016-11-26 10:26:40								4.124200000000001	0.0	0.0	0.0	2.6550000000000002	-1539309503.0	2.1163160000000003	-0.1933	38.72504385454547	-76.54299899999991	0.013697979999999998	0.0	0.0	1083770795.0	283.275995	3.7761400000000007	4.964000000000004
2016-11-26 10:26:45								4.124200000000001				2.6510000000000002	-1539309503.0	2.116525999999999	-0.1933	38.725040945454566	-76.54299899999991	0.0018298600000000006	0.0	0.0	1083770795.0	283.2559936	4.069300000000001	4.493999999999997
2016-11-26 10:26:50								4.124200000000001	0.0	0.0	0.0	2.651111111111111	-1539309503.0	2.116078	-0.1933	38.72504000000002	-76.5429989999999	-0.005250080000000001	0.0	0.0	1083770795.0	283.25399780000004	3.982039999999998	5.713999999999996
2016-11-26 10:26:55								4.124200000000001				2.6510000000000007	-1539309503.0	2.116974	-0.1933	38.72504000000002	-76.5429989999999	0.012077379999999995	0.0	0.0	1083770795.0	283.2580018	3.8860799999999993	5.675999999999999
2016-11-26 10:27:00								4.124200000000001	0.0	0.0	0.0	2.6479999999999997	-1539309503.0	2.120233999999999	-0.1933	38.725040000000014	-76.54299899999991	0.006734279999999996	0.0	0.0	1083770795.0	283.26599120000003	3.943659999999998	8.196000000000002
2016-11-26 10:27:05								4.124200000000001				2.6479999999999997	-1539309503.0	2.118878	-0.1933	38.725040000000014	-76.54299899999991	0.0041638399999999985	0.0	0.0	1083770795.0	283.2640016	3.8424799999999992	7.156000000000006
2016-11-26 10:27:10								4.124200000000001	0.0	0.0	0.0	2.6450000000000005	-1539309503.0	2.1183040000000006	-0.1933	38.72504000000002	-76.5429989999999	-0.007673159999999997	0.0	0.0	1083770795.0	283.26600360000003	3.873859999999999	6.115999999999996
2016-11-26 10:27:15								4.124200000000001				2.659	-1539309503.0	2.1160340000000004	-0.1933	38.725040000000014	-76.54299899999991	-0.007522199999999999	0.0	0.0	1083770795.0	283.27199720000004	4.022200000000003	7.238000000000002
2016-11-26 10:27:20								4.124200000000001	0.0	0.0	0.0	2.649	-1539309503.0	2.113356	-0.1933	38.725040000000014	-76.54299899999991	-0.014450360000000002	0.0	0.0	1083770795.0	283.26199959999997	4.1269	6.247999999999996
2016-11-26 10:27:25								4.124200000000001				2.645	-1539309503.0	2.117864	-0.1933	38.72504000000002	-76.5429989999999	0.015306819999999994	0.0	0.0	1083770795.0	283.2659974	3.6103799999999984	3.831999999999993
2016-11-26 10:27:30								4.124200000000001	0.0	0.0	0.0	2.643	-1539309503.0	2.119408	-0.1933	38.725040000000014	-76.54299899999991	0.007555059999999999	0.0	0.0	1083770795.0	283.2580018	3.517859999999999	4.686000000000004
2016-11-26 10:27:35								4.124200000000001				2.654000000000001	-1539309503.0	2.1209599999999993	-0.1933	38.725040000000014	-76.54299899999991	0.009683619999999999	0.0	0.0	1083770795.0	283.28200100000004	3.5859599999999987	4.325999999999999
2016-11-26 10:27:40								4.124200000000001	0.0	0.0	0.0	2.653	-1539309503.0	2.1228680000000004	-0.1933	38.725040000000014	-76.54299899999991	-0.0025614200000000044	0.0	0.0	1083770795.0	283.27599499999997	3.8860799999999984	4.9339999999999975
2016-11-26 10:27:45								4.124200000000001				2.6580000000000004	-1539309503.0	2.12137	-0.1933	38.725040000000014	-76.54299899999991	0.002527060000000004	0.0	0.0	1083770795.0	283.2600038	3.8703599999999962	6.138000000000005
